prefix,graph size, mean degree, mean CC,# connected components
o,456,3.36363636364,0.415993599955,41
ov,121,4.78145695364,0.560154872406,6
ove,118,4.97222222222,0.548972369162,5
over,118,5.00699300699,0.548972369162,5
